brier_score,count,evaluation_scheme,expected_calibration_error,mean_toxicity_probability,method,observed_toxic_rate,pool_family,probability_branch,test_month
0.979469974395323,1,rolling_chronological,0.9896817540984187,0.9896817540984187,global_platt,0.0,eurc_usdc_500,closes_gap,2026-04
0.15007300331303255,2,rolling_chronological,0.3873925700281725,0.6126074299718275,global_platt,1.0,eurc_usdc_500,closes_gap,2026-05
0.003512995667340582,6,rolling_chronological,0.059270529501098346,0.9407294704989017,global_platt,1.0,eurc_usdc_500,closes_gap,2026-06
0.4136252582157492,220,rolling_chronological,0.4512491706477929,0.2442053748067525,global_platt,0.6954545454545454,eurc_usdc_500,widens_gap,2026-02
0.22452452131435915,471,rolling_chronological,0.110352101062386,0.4695139783300398,global_platt,0.554140127388535,eurc_usdc_500,widens_gap,2026-03
0.23074615365824952,65,rolling_chronological,0.36187551083376696,0.4118833597824057,global_platt,0.2923076923076923,eurc_usdc_500,widens_gap,2026-04
0.44394132883068455,94,rolling_chronological,0.5119615489840376,0.21144270633511147,global_platt,0.723404255319149,eurc_usdc_500,widens_gap,2026-05
0.4285048053638763,76,rolling_chronological,0.46096293272124433,0.26272127780507143,global_platt,0.7236842105263158,eurc_usdc_500,widens_gap,2026-06
0.02993214438522203,214,rolling_chronological,0.14963259834635476,0.8456945044573836,global_platt,0.9953271028037384,paxg_usdc_500,closes_gap,2026-02
0.017700270467474702,229,rolling_chronological,0.10442360313425476,0.8912095846386711,global_platt,0.9956331877729258,paxg_usdc_500,closes_gap,2026-03
0.0004632723702886608,133,rolling_chronological,0.01870867384661201,0.981291326153388,global_platt,1.0,paxg_usdc_500,closes_gap,2026-04
0.026884508240626277,89,rolling_chronological,0.15891806491170524,0.8410819350882948,global_platt,1.0,paxg_usdc_500,closes_gap,2026-05
0.003966112185339583,72,rolling_chronological,0.06058557689211641,0.9394144231078836,global_platt,1.0,paxg_usdc_500,closes_gap,2026-06
0.20138475862310817,672,rolling_chronological,0.08781280733342353,0.28748061284413234,global_platt,0.28869047619047616,paxg_usdc_500,widens_gap,2026-02
0.2034929327863835,901,rolling_chronological,0.11624526669392912,0.38905011579281445,global_platt,0.2741398446170921,paxg_usdc_500,widens_gap,2026-03
0.2393992069983606,513,rolling_chronological,0.2854239197528921,0.40670903698656075,global_platt,0.14814814814814814,paxg_usdc_500,widens_gap,2026-04
0.15351873054290566,239,rolling_chronological,0.1545098857528464,0.25161368494285363,global_platt,0.16317991631799164,paxg_usdc_500,widens_gap,2026-05
0.26312381812216923,345,rolling_chronological,0.13387807661938234,0.31424186151457173,global_platt,0.4405797101449275,paxg_usdc_500,widens_gap,2026-06
0.20844819273491608,14,rolling_chronological,0.10480852002974092,0.8190942343154551,global_platt,0.7142857142857143,weth_usdc_3000,closes_gap,2026-02
0.10139820666744467,9,rolling_chronological,0.16693759103377773,0.9083038548564366,global_platt,0.8888888888888888,weth_usdc_3000,closes_gap,2026-03
0.21864210495794922,9,rolling_chronological,0.19676986549086584,0.9745476432686436,global_platt,0.7777777777777778,weth_usdc_3000,closes_gap,2026-04
0.0653757996830452,27,rolling_chronological,0.13576913184627418,0.8271938311166888,global_platt,0.9629629629629629,weth_usdc_3000,closes_gap,2026-05
